,ï»¿S_No,State,st_case,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,fatals,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,Cname,Sname,lighting,climate,drunk
19380,19381,36,360283,2,59,2600,24,5,2015,1,10,35,40.63575833,-73.65427778,1,1,0,1,10,39,10,42,10,52,HEMPSTEAD,New York,Daylight,Clear,FALSE
19381,19382,36,360284,1,87,4063,9,5,2015,7,2,9,41.16938889,-73.97786944,3,1,0,1,99,99,99,99,99,99,NEW CITY,New York,Dark,Clear,FALSE
19382,19383,36,360285,1,59,5273,26,5,2015,3,0,10,40.68289444,-73.59192778,3,1,0,1,0,15,0,22,88,88,ROOSEVELT,New York,Dark,Clear,FALSE
19383,19384,36,360286,2,85,4170,26,5,2015,3,4,10,40.60405278,-74.17267222,3,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19384,19385,36,360287,2,67,4310,12,5,2015,3,17,8,43.12955278,-76.13365278,1,1,1,1,17,8,17,12,17,29,NORTH SYRACUSE,New York,Daylight,Clear,TRUE
19385,19386,36,360288,1,17,4590,7,5,2015,5,14,37,42.4255,-75.63196389,1,10,0,1,14,38,14,50,15,39,OXFORD,New York,Daylight,Unknown,FALSE
19386,19387,36,360289,11,81,4170,26,5,2015,3,7,17,40.6663,-73.810575,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19387,19388,36,360290,2,77,5170,16,4,2015,5,7,48,42.86943611,-75.03514722,1,1,1,1,7,48,7,52,10,30,RICHFIELD SPGS,New York,Daylight,Clear,TRUE
19388,19389,36,360291,1,47,4170,26,5,2015,3,4,54,40.67831667,-73.91125278,3,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19389,19390,36,360292,1,29,750,10,5,2015,1,1,12,42.90433611,-78.83443056,3,1,1,1,99,99,99,99,88,88,BUFFALO,New York,Dark,Clear,TRUE
19390,19391,36,360293,4,43,2992,23,5,2015,7,17,42,42.91393056,-74.93150278,1,1,1,2,17,42,17,48,18,24,JORDANVILLE,New York,Daylight,Clear,TRUE
19391,19392,36,360294,2,77,2047,21,5,2015,5,2,17,99.9999,999.9999,2,10,1,1,2,29,99,99,99,99,FLY CREEK,New York,Dark,Unknown,TRUE
19392,19393,36,360295,1,109,4072,24,5,2015,1,7,54,42.38813611,-76.55376111,1,1,0,1,7,54,8,5,88,88,NEWFIELD,New York,Daylight,Clear,FALSE
19393,19394,36,360296,2,115,2360,26,5,2015,3,22,33,43.41498889,-73.27625833,2,1,1,1,22,33,22,42,0,26,GRANVILLE,New York,Dark,Clear,TRUE
19394,19395,36,360297,1,61,4170,27,5,2015,4,23,15,40.80776944,-73.93756111,3,10,0,1,99,99,99,99,88,88,NEW YORK CITY,New York,Dark,Unknown,FALSE
19395,19396,36,360298,3,29,1275,28,5,2015,5,8,30,42.62763889,-78.58066944,1,1,0,1,8,31,8,35,9,30,COLDEN,New York,Daylight,Clear,FALSE
19396,19397,36,360299,4,55,2898,5,5,2015,3,5,29,43.19625833,-77.57918333,4,10,0,1,5,29,5,35,5,48,IRONDEQUOIT,New York,Dawn,Unknown,FALSE
19397,19398,36,360300,1,29,750,29,5,2015,6,99,99,42.89571944,-78.823425,3,10,0,1,99,99,99,99,99,99,BUFFALO,New York,Dark,Unknown,FALSE
19398,19399,36,360301,1,59,6550,30,5,2015,7,23,33,40.76304167,-73.55964722,3,1,0,1,23,34,23,37,0,0,WESTBURY,New York,Dark,Clear,FALSE
19399,19400,36,360302,2,9,6648,30,3,2015,2,7,24,42.44844444,-78.6997,4,10,0,1,7,26,7,28,99,99,WEST VALLEY,New York,Dawn,Unknown,FALSE
19400,19401,36,360303,1,59,2600,29,5,2015,6,1,15,99.9999,999.9999,3,1,1,1,1,20,1,25,3,45,HEMPSTEAD,New York,Dark,Clear,TRUE
19401,19402,36,360304,1,5,4170,30,5,2015,7,21,37,40.82535,-73.91763611,3,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19402,19403,36,360305,6,105,6800,20,1,2015,3,15,50,41.52698889,-74.54515,1,1,0,1,15,56,16,19,17,8,WURTSBORO,New York,Daylight,Clear,FALSE
19403,19404,36,360306,1,119,6825,26,2,2015,5,6,0,41.28363056,-73.81953611,1,10,0,1,7,7,7,10,88,88,YORKTOWN HGTS,New York,Daylight,Unknown,FALSE
19404,19405,36,360307,1,29,750,30,5,2015,7,11,28,99.9999,999.9999,1,1,0,1,99,99,99,99,99,99,BUFFALO,New York,Daylight,Clear,FALSE
19405,19406,36,360308,2,21,3313,12,5,2015,3,15,12,42.17731389,-73.85380556,1,10,0,1,15,9,15,19,15,52,LIVINGSTON,New York,Daylight,Unknown,FALSE
19406,19407,36,360309,9,119,2900,31,5,2015,1,10,53,41.04029444,-73.83807222,1,10,0,1,10,55,11,0,99,99,IRVINGTON,New York,Daylight,Unknown,FALSE
19407,19408,36,360310,6,115,6660,1,6,2015,2,15,3,43.53777222,-73.40957222,1,2,0,1,15,5,15,10,15,58,WHITEHALL,New York,Daylight,Rain,FALSE
19408,19409,36,360311,1,29,750,15,5,2015,6,21,33,42.86936389,-78.83124444,3,2,0,1,99,99,99,99,99,99,BUFFALO,New York,Dark,Rain,FALSE
19409,19410,36,360312,1,123,5952,3,6,2015,4,12,24,42.52373056,-76.91959444,1,1,0,1,12,24,12,31,13,58,STARKEY,New York,Daylight,Clear,FALSE
19410,19411,36,360313,2,47,4170,2,6,2015,3,3,53,40.67170833,-73.95198333,3,10,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Unknown,FALSE
19411,19412,36,360314,3,47,4170,3,6,2015,4,21,30,40.64199722,-73.89881389,3,1,0,1,21,30,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19412,19413,36,360315,1,81,4170,4,6,2015,5,9,3,40.71496667,-73.81238889,1,1,0,1,9,3,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19413,19414,36,360316,1,5,4170,4,6,2015,5,17,32,40.85266667,-73.827675,1,10,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Unknown,FALSE
19414,19415,36,360317,1,95,899,6,6,2015,7,19,45,42.740725,-74.44467778,1,1,0,1,19,45,19,57,88,88,CARLISLE,New York,Daylight,Clear,FALSE
19415,19416,36,360318,3,81,4170,11,5,2015,2,16,50,40.76083333,-73.92966667,1,1,0,1,16,53,16,57,17,22,NEW YORK CITY,New York,Daylight,Clear,FALSE
19416,19417,36,360319,1,25,2530,5,5,2015,3,5,42,41.99140556,-75.12848889,4,10,1,1,5,42,99,99,88,88,HANCOCK,New York,Dawn,Unknown,TRUE
19417,19418,36,360320,1,69,1961,6,6,2015,7,19,39,43.00353056,-77.35350556,1,1,1,1,19,39,19,46,88,88,FARMINGTON,New York,Daylight,Clear,TRUE
19418,19419,36,360321,3,55,2606,6,6,2015,7,19,39,43.07436944,-77.62545,1,1,0,1,99,99,99,99,99,99,HENRIETTA,New York,Daylight,Clear,FALSE
19419,19420,36,360322,2,59,4090,27,4,2015,2,13,30,40.7985,-73.66324167,1,10,0,1,99,99,99,99,99,99,NEW HYDE PARK,New York,Daylight,Unknown,FALSE
19420,19421,36,360325,1,85,4170,8,6,2015,2,0,23,40.60631944,-74.08293889,3,1,0,1,0,23,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19421,19422,36,360326,2,99,1976,10,6,2015,4,17,15,42.82086667,-76.88038333,1,10,0,1,17,18,17,27,18,36,FAYETTE,New York,Daylight,Unknown,FALSE
19422,19423,36,360327,3,13,5991,11,6,2015,5,7,30,42.09513333,-79.36992222,1,10,0,1,7,30,7,42,88,88,STOW,New York,Daylight,Unknown,FALSE
19423,19424,36,360328,1,119,3940,12,6,2015,6,11,15,40.92386111,-73.81498333,1,1,0,1,11,15,11,20,99,99,MOUNT VERNON,New York,Daylight,Clear,FALSE
19424,19425,36,360329,4,59,4844,12,6,2015,6,23,7,40.78903611,-73.49541111,3,1,1,1,99,99,99,99,99,99,PLAINVIEW,New York,Dark,Clear,TRUE
19425,19426,36,360330,2,115,2070,11,6,2015,5,15,6,43.40849167,-73.55785556,1,1,0,1,15,8,15,15,88,88,FORT ANN,New York,Daylight,Clear,FALSE
19426,19427,36,360331,2,103,1645,13,6,2015,7,16,0,40.72892778,-73.41043056,1,1,1,2,6,13,6,15,99,99,EAST FARMINGDALE,New York,Daylight,Clear,TRUE
19427,19428,36,360332,1,59,1760,13,6,2015,7,17,22,40.75835,-73.63485278,1,1,0,1,17,16,17,19,99,99,EAST WILLISTON,New York,Daylight,Clear,FALSE
19428,19429,36,360333,1,65,3198,15,6,2015,2,21,50,99.9999,999.9999,2,1,1,1,22,1,22,7,88,88,LEE,New York,Dark,Clear,TRUE
19429,19430,36,360334,2,69,2319,13,6,2015,7,19,13,42.76758056,-77.20783889,1,10,1,1,19,13,19,20,88,88,GORHAM,New York,Daylight,Unknown,TRUE
19430,19431,36,360335,1,91,5470,6,6,2015,7,14,21,43.07023333,-73.80241111,1,1,0,1,14,21,14,23,14,40,SARATOGA SPGS,New York,Daylight,Clear,FALSE
19431,19432,36,360336,1,81,4170,14,6,2015,1,4,50,40.68308056,-73.72585,3,1,1,1,99,99,99,99,88,88,NEW YORK CITY,New York,Dark,Clear,TRUE
19432,19433,36,360337,3,57,820,13,5,2015,4,19,41,42.91532778,-74.60703056,1,1,0,1,19,42,19,49,20,39,CANAJOHARIE,New York,Daylight,Clear,FALSE
19433,19434,36,360338,2,103,360,25,4,2015,7,20,13,40.76195833,-73.32871389,2,1,0,1,99,99,99,99,99,99,BABYLON,New York,Dark,Clear,FALSE
19434,19435,36,360339,1,103,2758,1,5,2015,6,22,0,40.81825,-73.06257222,2,10,0,1,99,99,99,99,99,99,HOLTSVILLE,New York,Dark,Unknown,FALSE
19435,19436,36,360340,1,103,705,2,5,2015,7,17,5,40.911875,-73.038225,1,1,0,1,17,7,17,10,17,32,BROOKHAVEN,New York,Daylight,Clear,FALSE
19436,19437,36,360341,2,103,360,2,5,2015,7,19,10,40.69827778,-73.39036667,1,1,1,1,19,14,19,20,88,88,BABYLON,New York,Daylight,Clear,TRUE
19437,19438,36,360342,1,103,360,8,5,2015,6,3,30,40.71729167,-73.40027778,3,10,0,1,3,32,99,99,88,88,BABYLON,New York,Dark,Unknown,FALSE
19438,19439,36,360343,1,103,1670,11,5,2015,2,14,55,40.72054444,-73.19163333,1,10,0,1,99,99,99,99,99,99,EAST ISLIP,New York,Daylight,Unknown,FALSE
19439,19440,36,360344,1,103,5769,11,5,2015,2,7,0,40.8739,-73.27914167,1,10,1,1,7,3,99,99,99,99,SMITHTOWN,New York,Daylight,Unknown,TRUE
19440,19441,36,360345,2,103,2840,12,5,2015,3,7,0,40.79137778,-73.30067222,1,10,0,1,7,4,7,7,99,99,HUNTINGTON,New York,Daylight,Unknown,FALSE
19441,19442,36,360346,1,103,2920,12,5,2015,3,20,47,40.75138333,-73.26306111,3,10,0,1,99,99,99,99,88,88,ISLIP,New York,Dark,Unknown,FALSE
19442,19443,36,360347,5,103,2860,15,5,2015,6,17,25,40.82474167,-73.41225833,1,1,0,1,17,31,17,40,99,99,HUNTINGTON STATION,New York,Daylight,Clear,FALSE
19443,19444,36,360348,1,103,705,28,5,2015,5,16,23,40.86309444,-72.94185556,1,1,0,1,16,23,99,99,99,99,BROOKHAVEN,New York,Daylight,Clear,FALSE
19444,19445,36,360349,3,79,4682,29,4,2015,4,15,55,41.52087222,-73.59125833,1,1,0,1,99,99,99,99,99,99,PATTERSON,New York,Daylight,Clear,FALSE
19445,19446,36,360350,4,7,4935,28,5,2015,5,20,50,42.24661944,-75.81431944,2,10,1,2,20,50,21,6,22,30,PORT CRANE,New York,Dark,Unknown,TRUE
19446,19447,36,360351,2,103,705,21,4,2015,3,10,40,40.85835556,-73.08605278,1,10,0,1,99,99,99,99,99,99,BROOKHAVEN,New York,Daylight,Unknown,FALSE
19447,19448,36,360352,2,103,2920,24,3,2015,3,20,32,40.758975,-73.20971667,3,1,0,1,99,99,99,99,99,99,ISLIP,New York,Dark,Clear,FALSE
19448,19449,36,360353,4,59,4600,13,5,2015,4,13,34,99.9999,999.9999,1,1,0,1,13,34,13,42,99,99,OYSTER BAY,New York,Daylight,Clear,FALSE
19449,19450,36,360354,5,109,4072,6,5,2015,4,15,51,42.39108889,-76.561925,1,1,0,2,15,51,16,0,16,10,NEWFIELD,New York,Daylight,Clear,FALSE
19450,19451,36,360355,1,55,1160,1,6,2015,2,5,54,43.11090833,-77.78768056,4,1,0,1,99,99,99,99,99,99,CHURCHVILLE,New York,Dawn,Clear,FALSE
19451,19452,36,360356,2,91,3712,21,6,2015,1,0,10,43.12343611,-74.08900833,2,2,1,1,99,99,99,99,99,99,MIDDLE GROVE,New York,Dark,Rain,TRUE
19452,19453,36,360357,2,103,5255,29,5,2015,6,5,59,40.94778333,-72.919775,1,1,0,1,6,0,6,5,99,99,ROCKY POINT,New York,Daylight,Clear,FALSE
19453,19454,36,360358,3,61,4170,16,6,2015,3,22,10,40.86399444,-73.91783056,1,1,0,1,22,10,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19454,19455,36,360359,4,119,3920,12,5,2015,3,18,9,41.20075278,-73.70945,1,1,0,1,99,99,99,99,99,99,MOUNT KISCO,New York,Daylight,Clear,FALSE
19455,19456,36,360360,1,21,2265,17,6,2015,4,6,57,42.16646389,-73.86306389,1,1,0,1,6,57,7,10,7,54,GERMANTOWN,New York,Daylight,Clear,FALSE
19456,19457,36,360361,1,59,533,18,6,2015,5,23,56,40.72670278,-73.48951944,3,10,0,1,20,56,20,58,21,8,BETHPAGE,New York,Dark,Unknown,FALSE
19457,19458,36,360362,1,29,6642,17,6,2015,4,23,6,99.9999,999.9999,2,10,0,1,23,15,23,29,1,29,WEST SENECA,New York,Dark,Unknown,FALSE
19458,19459,36,360363,3,113,3100,19,6,2015,6,21,24,43.48257222,-73.75477222,2,1,0,1,21,24,21,29,22,51,LAKE GEORGE,New York,Dark,Clear,FALSE
19459,19460,36,360364,1,47,4170,19,6,2015,6,17,4,40.68356667,-73.95395,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19460,19461,36,360365,2,89,1292,21,6,2015,1,9,4,44.56337778,-74.88170278,1,2,1,1,9,4,9,21,11,6,COLTON,New York,Daylight,Rain,TRUE
19461,19462,36,360366,1,47,4170,22,6,2015,2,10,25,40.65011389,-73.96063611,1,1,0,1,10,25,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19462,19463,36,360367,4,39,970,17,5,2015,1,18,15,42.252225,-73.90660278,1,1,0,1,99,99,99,99,99,99,CATSKILL,New York,Daylight,Clear,FALSE
19463,19464,36,360368,1,25,2530,24,5,2015,1,20,33,42.05655,-75.25385,5,1,1,1,20,33,20,46,88,88,HANCOCK,New York,Dusk,Clear,TRUE
19464,19465,36,360369,3,119,4320,4,3,2015,4,13,57,41.106,-73.86028333,1,1,0,1,99,99,99,99,99,99,NORTH TARRYTOWN,New York,Daylight,Clear,FALSE
19465,19466,36,360370,2,55,5230,22,6,2015,2,11,40,43.15767222,-77.65951667,1,1,0,1,11,40,99,99,99,99,ROCHESTER,New York,Daylight,Clear,FALSE
19466,19467,36,360371,1,119,4120,28,4,2015,3,11,42,40.91681389,-73.785275,1,1,0,1,99,99,99,99,99,99,NEW ROCHELLE,New York,Daylight,Clear,FALSE
19467,19468,36,360372,1,55,1160,8,6,2015,2,22,21,43.115625,-77.72891389,3,10,1,1,22,22,22,25,88,88,CHURCHVILLE,New York,Dark,Unknown,TRUE
19468,19469,36,360373,2,47,4170,23,6,2015,3,11,12,40.66993333,-73.93937222,1,1,0,1,11,13,11,17,11,47,NEW YORK CITY,New York,Daylight,Clear,FALSE
19469,19470,36,360374,2,85,4170,24,6,2015,4,13,56,40.63774167,-74.07602222,1,1,1,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,TRUE
19470,19471,36,360375,1,87,5077,15,5,2015,6,16,2,41.11560278,-74.152625,1,1,0,1,16,2,16,7,99,99,RAMAPO,New York,Daylight,Clear,FALSE
19471,19472,36,360376,5,57,170,13,4,2015,2,17,55,42.95987222,-74.18593889,1,1,0,1,17,55,17,58,99,99,AMSTERDAM,New York,Daylight,Clear,FALSE
19472,19473,36,360377,3,5,4170,20,6,2015,7,22,20,40.82401667,-73.87487222,3,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19473,19474,36,360378,1,89,3900,21,6,2015,1,5,0,44.53399444,-75.66263611,2,2,1,1,9,21,9,31,88,88,MORRISTOWN,New York,Dark,Rain,TRUE
19474,19475,36,360379,3,13,4650,24,6,2015,4,8,33,42.07494167,-79.47905556,1,1,0,1,8,33,8,36,10,41,PANAMA,New York,Daylight,Clear,FALSE
19475,19476,36,360380,4,61,4170,27,6,2015,7,3,21,40.760225,-73.96193333,4,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dawn,Clear,FALSE
19476,19477,36,360381,3,115,5420,27,6,2015,7,14,56,43.19524167,-73.32440278,1,10,0,1,14,56,15,14,99,99,SALEM,New York,Daylight,Unknown,FALSE
19477,19478,36,360382,2,111,3060,25,6,2015,5,9,5,42.01294722,-73.99702222,1,1,0,1,9,5,9,10,9,35,KINGSTON,New York,Daylight,Clear,FALSE
19478,19479,36,360383,1,5,4170,31,5,2015,1,3,4,40.89970556,-73.89710278,3,1,1,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,TRUE
19479,19480,36,360384,2,59,378,27,6,2015,7,14,45,40.65631667,-73.6068,1,2,1,1,14,51,14,55,15,6,BALDWIN,New York,Daylight,Rain,TRUE
19480,19481,36,360385,2,103,5810,24,6,2015,4,9,46,40.843425,-72.645475,1,1,0,1,9,46,9,59,10,25,SOUTHAMPTON,New York,Daylight,Clear,FALSE
19481,19482,36,360386,3,67,5740,24,6,2015,4,19,18,42.94402222,-76.44818333,1,1,0,1,19,11,19,15,99,99,SKANEATELES,New York,Daylight,Clear,FALSE
19482,19483,36,360387,1,81,4170,27,6,2015,7,0,26,40.78121944,-73.91793889,2,1,0,1,0,27,0,34,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19483,19484,36,360388,1,15,1850,27,6,2015,7,1,8,42.07395556,-76.80218611,3,1,0,1,1,9,1,19,1,43,ELMIRA,New York,Dark,Clear,FALSE
19484,19485,36,360389,9,5,4170,28,6,2015,1,4,35,40.87716944,-73.90905556,3,2,1,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Rain,TRUE
19485,19486,36,360390,1,47,4170,29,6,2015,2,17,35,40.66416389,-73.94484167,1,1,0,1,17,35,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19486,19487,36,360391,3,61,4170,29,6,2015,2,4,25,40.83287222,-73.94202222,3,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19487,19488,36,360392,2,67,3082,8,5,2015,6,3,17,42.91124444,-76.11740556,2,1,1,1,3,17,3,29,99,99,LA FAYETTE,New York,Dark,Clear,TRUE
19488,19489,36,360393,2,81,4170,28,6,2015,1,20,38,40.69341667,-73.75604167,3,1,0,1,20,38,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19489,19490,36,360394,5,63,3220,29,6,2015,2,18,10,43.14256667,-79.03917778,1,1,0,1,18,10,99,99,99,99,LEWISTON,New York,Daylight,Clear,FALSE
19490,19491,36,360395,4,47,4170,1,7,2015,4,10,26,40.65419167,-73.88707222,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19491,19492,36,360396,6,81,4170,1,7,2015,4,18,6,40.744825,-73.76623889,1,1,0,3,18,6,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19492,19493,36,360397,1,29,3140,1,7,2015,4,23,54,42.94855278,-78.67706389,3,2,0,1,23,56,99,99,88,88,LANCASTER,New York,Dark,Rain,FALSE
19493,19494,36,360398,3,63,400,30,6,2015,3,7,40,43.34770278,-78.57513056,1,2,0,1,7,41,7,48,8,22,BARKER,New York,Daylight,Rain,FALSE
19494,19495,36,360399,2,47,4170,2,7,2015,5,22,25,40.69629167,-73.93405556,3,10,0,1,22,25,22,32,88,88,NEW YORK CITY,New York,Dark,Unknown,FALSE
19495,19496,36,360400,1,45,90,2,7,2015,5,19,54,44.355125,-75.80663611,1,1,1,1,19,54,20,6,20,20,ALEXANDRIA BAY,New York,Daylight,Clear,TRUE
19496,19497,36,360401,1,119,6820,30,6,2015,3,23,53,99.9999,999.9999,2,2,0,1,23,59,0,3,0,29,YONKERS,New York,Dark,Rain,FALSE
19497,19498,36,360402,1,15,1850,3,7,2015,6,17,55,42.07721389,-76.79106389,1,1,0,1,17,57,18,1,88,88,ELMIRA,New York,Daylight,Clear,FALSE
19498,19499,36,360403,5,55,5230,6,7,2015,2,7,16,43.19189167,-77.60013889,1,1,0,1,9,30,10,23,88,88,ROCHESTER,New York,Daylight,Clear,FALSE
19499,19500,36,360404,2,87,5760,18,5,2015,2,2,40,41.14913611,-74.19970556,3,1,1,1,2,40,2,48,88,88,SLOATSBURG,New York,Dark,Clear,TRUE
19500,19501,36,360405,1,5,4170,6,7,2015,2,9,21,40.87230556,-73.82456389,1,1,0,1,9,21,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19501,19502,36,360406,4,29,5892,7,7,2015,3,15,44,42.77273889,-78.55245833,1,10,0,1,15,44,15,52,16,27,SOUTH WALES,New York,Daylight,Unknown,FALSE
19502,19503,36,360407,1,121,5994,8,7,2015,4,11,4,42.71552778,-78.41780556,1,10,1,1,11,4,11,10,11,40,STRYKERSVILLE,New York,Daylight,Unknown,TRUE
19503,19504,36,360408,1,5,4170,8,7,2015,4,0,3,40.89039722,-73.88651111,3,1,1,1,0,3,0,10,0,20,NEW YORK CITY,New York,Dark,Clear,TRUE
19504,19505,36,360409,4,103,2920,8,7,2015,4,16,13,40.80901111,-73.19757778,1,10,0,1,16,25,99,99,99,99,ISLIP,New York,Daylight,Unknown,FALSE
19505,19506,36,360410,2,85,4170,6,7,2015,2,10,18,99.9999,999.9999,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19506,19507,36,360411,1,105,2960,8,7,2015,4,2,20,41.7806,-74.93093611,3,1,0,1,2,20,2,26,88,88,JEFFERSONVILLE,New York,Dark,Clear,FALSE
19507,19508,36,360412,1,47,4170,9,7,2015,5,20,42,40.66631389,-73.91569167,3,2,0,1,99,99,99,99,20,55,NEW YORK CITY,New York,Dark,Rain,FALSE
19508,19509,36,360413,1,21,1173,9,7,2015,5,18,0,42.25426111,-73.75471944,1,2,0,1,18,2,18,4,18,31,CLAVERACK,New York,Daylight,Rain,FALSE
19509,19510,36,360414,1,81,4170,12,7,2015,1,18,28,40.66791389,-73.77581389,1,1,1,1,18,28,18,39,88,88,NEW YORK CITY,New York,Daylight,Clear,TRUE
19510,19511,36,360415,2,93,5550,18,7,2015,7,18,1,42.81375,-73.94460556,1,1,1,2,18,2,18,7,18,21,SCHENECTADY,New York,Daylight,Clear,TRUE
19511,19512,36,360416,2,59,6550,11,7,2015,7,14,50,40.74761667,-73.58761389,1,1,0,1,14,53,14,56,15,10,WESTBURY,New York,Daylight,Clear,FALSE
19512,19513,36,360417,6,47,4170,13,7,2015,2,7,5,40.6831,-73.97908889,1,10,0,1,7,5,99,99,99,99,NEW YORK CITY,New York,Daylight,Unknown,FALSE
19513,19514,36,360418,1,29,750,13,6,2015,7,2,50,42.89508056,-78.80629444,3,10,1,1,99,99,99,99,99,99,BUFFALO,New York,Dark,Unknown,TRUE
19514,19515,36,360419,1,117,3430,23,5,2015,7,23,10,43.03885556,-77.30591944,2,1,1,1,99,99,99,99,88,88,MACEDON,New York,Dark,Clear,TRUE
19515,19516,36,360420,2,103,660,18,4,2015,7,1,43,40.71970833,-73.26672222,3,1,1,1,99,99,99,99,99,99,BRIGHTWATERS,New York,Dark,Clear,TRUE
19516,19517,36,360421,1,103,2920,3,5,2015,1,0,58,40.73791389,-73.28681667,3,1,0,1,99,99,99,99,99,99,ISLIP,New York,Dark,Clear,FALSE
19517,19518,36,360422,1,119,6670,9,6,2015,3,6,6,41.05336389,-73.781825,3,2,0,1,6,6,6,18,88,88,WHITE PLAINS,New York,Dark,Rain,FALSE
19518,19519,36,360423,1,103,2920,14,6,2015,1,12,16,40.76968889,-73.05331944,1,1,0,1,99,99,12,16,99,99,ISLIP,New York,Daylight,Clear,FALSE
19519,19520,36,360424,1,61,4170,17,7,2015,6,12,32,40.71605278,-73.99557222,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19520,19521,36,360425,4,11,310,6,7,2015,2,16,53,42.93806111,-76.55593056,1,1,0,1,16,53,16,56,99,99,AUBURN,New York,Daylight,Clear,FALSE
19521,19522,36,360426,3,55,2710,11,7,2015,7,11,13,43.33956667,-77.80994167,1,1,0,1,11,13,11,27,99,99,HILTON,New York,Daylight,Clear,FALSE
19522,19523,36,360427,6,29,2485,17,7,2015,6,14,21,42.728725,-78.88830833,1,10,0,1,14,21,14,23,14,49,HAMBURG,New York,Daylight,Unknown,FALSE
19523,19524,36,360428,2,81,4170,18,7,2015,7,2,7,40.66665278,-73.76472222,2,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Dark,Clear,FALSE
19524,19525,36,360429,2,27,5150,6,7,2015,2,15,54,41.92818333,-73.91064444,1,1,0,1,15,58,16,2,16,15,RHINEBECK,New York,Daylight,Clear,FALSE
19525,19526,36,360430,1,59,2160,4,7,2015,7,23,3,40.65759444,-73.57192778,3,1,0,1,23,5,23,10,23,25,FREEPORT,New York,Dark,Clear,FALSE
19526,19527,36,360431,2,1,50,19,7,2015,1,1,22,42.66165278,-73.76084444,3,1,1,1,1,24,1,28,99,99,ALBANY,New York,Dark,Clear,TRUE
19527,19528,36,360432,1,59,2160,11,7,2015,7,10,36,40.65798056,-73.58405833,1,10,0,1,10,36,10,39,88,88,FREEPORT,New York,Daylight,Unknown,FALSE
19528,19529,36,360433,5,59,2600,10,7,2015,6,1,48,40.70379444,-73.63586389,3,1,0,1,1,52,1,56,2,31,HEMPSTEAD,New York,Dark,Clear,FALSE
19529,19530,36,360434,10,103,1432,18,7,2015,7,17,11,41.02306944,-72.50048889,1,1,1,4,17,11,17,15,99,99,CUTCHOGUE,New York,Daylight,Clear,TRUE
19530,19531,36,360435,4,103,5210,17,7,2015,6,9,11,40.93433056,-72.70948056,1,1,0,1,9,13,9,18,9,35,RIVERHEAD,New York,Daylight,Clear,FALSE
19531,19532,36,360436,1,59,2600,18,7,2015,7,20,49,40.70941111,-73.60708333,3,1,0,1,20,49,20,53,21,3,HEMPSTEAD,New York,Dark,Clear,FALSE
19532,19533,36,360437,1,53,703,19,3,2015,5,21,25,42.72285,-75.30515833,2,1,0,1,21,31,21,41,88,88,BROOKFIELD,New York,Dark,Clear,FALSE
19533,19534,36,360438,4,81,4170,19,7,2015,1,18,11,99.9999,999.9999,1,1,0,1,99,99,99,99,99,99,NEW YORK CITY,New York,Daylight,Clear,FALSE
19534,19535,36,360439,2,59,2600,20,7,2015,2,23,41,40.72452222,-73.56146389,3,1,0,1,23,42,23,42,0,1,HEMPSTEAD,New York,Dark,Clear,FALSE
