S_No,State,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD,LGT_COND,WEATHER,DRUNK_DR,FATALS,Cname,Sname
13475,22,220253,1,109,1070,31,5,2015,1,1,55,29.61343056,-90.71578056,2,1,1,1,HOUMA,Louisiana
13476,22,220254,3,105,980,23,5,2015,7,19,45,30.5153,-90.4827,3,1,1,1,HAMMOND,Louisiana
13478,22,220257,2,109,1070,20,3,2015,6,23,34,29.53543889,-90.61743889,2,1,1,1,HOUMA,Louisiana
13480,22,220259,2,71,1690,11,5,2015,2,14,26,30.01188056,-90.00291111,1,1,0,1,NEW ORLEANS,Louisiana
13481,22,220261,3,105,50,27,2,2015,6,18,34,30.72653056,-90.51631944,3,1,0,1,AMITE,Louisiana
13482,22,220262,1,51,1545,7,4,2015,3,2,14,30.01456111,-90.16316944,3,10,0,1,METAIRIE,Louisiana
13483,22,220263,2,105,980,27,4,2015,2,23,3,30.40395,-90.32402222,2,10,0,1,HAMMOND,Louisiana
13487,22,220267,2,57,2250,26,4,2015,1,19,48,29.78323889,-90.81841111,3,1,1,1,THIBODAUX,Louisiana
13488,22,220268,2,57,2250,1,6,2015,2,21,0,29.72271111,-90.77208889,3,1,1,1,THIBODAUX,Louisiana
13489,22,220269,4,101,157,4,6,2015,5,8,35,29.68428056,-91.25693056,1,1,0,1,BAYOU VISTA,Louisiana
13490,22,220270,1,109,929,5,6,2015,6,21,40,29.696925,-90.78630556,3,1,0,1,GRAY,Louisiana
13492,22,220272,2,57,850,8,6,2015,2,8,35,29.36257222,-90.25460556,1,1,0,1,GOLDEN MEADOW,Louisiana
13494,22,220274,3,103,2180,14,6,2015,1,11,36,30.3006,-89.72158056,1,1,0,2,SLIDELL,Louisiana
13496,22,220276,1,55,1230,25,6,2015,5,2,31,30.29546111,-92.02093889,3,1,1,1,LAFAYETTE,Louisiana
13497,22,220277,3,55,1230,26,6,2015,6,11,20,30.29568611,-92.023575,1,1,0,1,LAFAYETTE,Louisiana
13499,22,220279,2,71,1690,1,6,2015,2,22,6,30.0345,-89.91726111,3,1,1,1,NEW ORLEANS,Louisiana
13500,22,220280,1,67,140,2,6,2015,3,20,39,32.78073056,-91.89838056,3,1,0,1,BASTROP,Louisiana
13502,22,220283,1,15,230,7,6,2015,1,2,2,32.52588056,-93.69601111,3,1,0,1,BOSSIER CITY,Louisiana
13503,22,220284,3,71,1690,10,6,2015,4,7,4,29.94903889,-90.06948889,1,1,0,1,NEW ORLEANS,Louisiana
13505,22,220287,1,51,1545,16,6,2015,3,14,17,29.9703,-90.15228056,1,1,0,1,METAIRIE,Louisiana
13506,22,220288,3,65,2230,17,6,2015,4,20,8,32.41475,-91.19161944,5,10,0,1,TALLULAH,Louisiana
13509,22,220291,1,101,348,21,6,2015,1,23,15,29.73256111,-91.42016111,2,1,0,1,CENTERVILLE,Louisiana
13512,22,220294,2,5,610,26,6,2015,6,10,45,30.08774444,-90.97238611,1,1,0,1,DONALDSONVILLE,Louisiana
13513,22,220295,1,57,1970,27,6,2015,7,22,32,29.73776111,-90.66428056,2,10,0,1,RACELAND,Louisiana
13514,22,220296,1,33,150,28,6,2015,1,0,15,30.68000278,-91.266475,2,2,1,1,BATON ROUGE,Louisiana
13515,22,220297,1,117,210,14,6,2015,1,12,10,30.74209722,-89.874925,1,10,0,1,BOGALUSA,Louisiana
13516,22,220298,1,57,1970,22,6,2015,2,2,19,29.73893889,-90.657125,3,10,1,1,RACELAND,Louisiana
13519,22,220301,8,55,2120,25,6,2015,5,15,40,30.24693889,-92.08988889,1,2,0,1,SCOTT,Louisiana
13520,22,220302,1,109,1579,29,6,2015,2,18,56,29.49123056,-90.52043889,1,1,1,1,MONTEGUT,Louisiana
13524,22,220306,5,71,1690,18,4,2015,7,17,20,29.9556,-90.07486111,1,2,0,1,NEW ORLEANS,Louisiana
13525,22,220307,3,71,1690,8,5,2015,6,20,46,29.9756,-90.05721944,1,1,1,1,NEW ORLEANS,Louisiana
13527,22,220309,1,109,2248,3,7,2015,6,2,44,29.4372,-90.75531944,2,1,1,1,THERIOT,Louisiana
13528,22,220310,1,71,1690,4,7,2015,7,2,24,29.9614,-90.11398889,3,1,0,1,NEW ORLEANS,Louisiana
13529,22,220311,1,71,1690,4,7,2015,7,20,7,29.96161111,-90.07055,3,1,1,1,NEW ORLEANS,Louisiana
13533,22,220315,1,71,1690,6,7,2015,2,22,25,29.96381944,-90.05631111,3,1,0,1,NEW ORLEANS,Louisiana
13536,22,220318,2,99,250,17,1,2015,7,20,16,30.28096111,-91.90151111,3,1,0,1,BREAUX BRIDGE,Louisiana
13537,22,220319,3,63,2375,1,7,2015,4,13,5,30.56166389,-90.95579722,1,1,0,1,WATSON,Louisiana
13538,22,220320,5,17,2130,1,7,2015,4,1,37,32.42705278,-93.78235833,3,1,1,2,SHREVEPORT,Louisiana
13540,22,220322,1,97,1220,2,7,2015,5,1,34,30.54421111,-91.75308333,2,10,1,1,KROTZ SPRINGS,Louisiana
13543,22,220325,1,105,980,12,4,2015,1,19,43,30.47883056,-90.41893889,3,2,0,1,HAMMOND,Louisiana
13544,22,220326,2,47,2082,29,4,2015,4,20,26,30.24371111,-91.05771944,2,1,2,1,ST. GABRIEL,Louisiana
13545,22,220327,1,109,2117,11,7,2015,7,2,57,29.67985,-90.78458056,3,1,1,1,SCHRIEVER,Louisiana
13546,22,220328,5,113,10,11,7,2015,7,8,0,29.9912,-92.12693056,1,1,0,1,ABBEVILLE,Louisiana
13548,22,220330,3,71,1690,12,7,2015,1,5,38,30.010725,-90.0125,2,1,1,1,NEW ORLEANS,Louisiana
13549,22,220331,1,9,480,12,7,2015,1,16,30,31.011,-92.02708889,1,1,0,1,COTTONPORT,Louisiana
13550,22,220332,1,105,1910,12,7,2015,1,19,10,30.37182222,-90.42163333,1,1,0,1,PONCHATOULA,Louisiana
13552,22,220334,2,71,1690,13,7,2015,2,20,57,30.06616111,-89.95598056,3,1,0,1,NEW ORLEANS,Louisiana
13554,22,220336,5,57,1320,15,7,2015,4,20,49,29.59702778,-90.48268056,2,1,0,1,LOCKPORT,Louisiana
13556,22,220338,1,73,2410,17,7,2015,6,8,40,32.50643889,-92.15878056,1,1,0,1,WEST MONROE,Louisiana
13559,22,220341,1,79,2470,18,7,2015,7,99,99,31.11245,-92.44376111,2,1,0,1,WOODWORTH,Louisiana
13563,22,220345,1,17,1580,4,3,2015,4,2,23,32.6834,-93.9624,2,2,1,1,MOORINGSPORT,Louisiana
13568,22,220350,3,87,1951,9,7,2015,5,21,5,29.87916944,-89.89576944,2,1,0,1,POYDRAS,Louisiana
13570,22,220352,1,51,1545,10,7,2015,6,22,30,29.97076111,-90.20463056,3,1,1,1,METAIRIE,Louisiana
13571,22,220354,1,109,1070,26,7,2015,1,99,99,29.71578889,-90.79483889,2,1,0,1,HOUMA,Louisiana
13573,22,220356,4,105,1349,26,7,2015,1,20,15,30.63563611,-90.40858889,5,1,1,1,LORANGER,Louisiana
13575,22,220358,2,15,230,27,7,2015,2,15,20,32.52983889,-93.67338056,1,1,0,1,BOSSIER CITY,Louisiana
13578,22,220361,1,55,1230,28,7,2015,3,20,41,30.28768056,-92.02288056,6,1,0,1,LAFAYETTE,Louisiana
13579,22,220362,1,79,40,28,7,2015,3,22,45,31.31333889,-92.55453056,2,1,1,1,ALEXANDRIA,Louisiana
13580,22,220363,2,3,1740,29,7,2015,4,11,19,30.80526944,-92.67931111,1,1,1,1,OAKDALE,Louisiana
13581,22,220364,1,33,2490,30,7,2015,5,99,99,30.65718056,-91.25313889,2,1,1,1,ZACHARY,Louisiana
13582,22,220366,1,71,1690,19,7,2015,1,0,31,29.96841389,-90.10701944,3,1,0,1,NEW ORLEANS,Louisiana
13585,22,220369,1,97,2220,22,7,2015,4,3,27,30.40691944,-92.05638056,2,10,0,1,SUNSET,Louisiana
13591,22,220375,1,77,1115,31,3,2015,3,13,20,30.61013889,-91.40518889,1,1,0,1,JARREAU,Louisiana
13593,22,220377,1,117,1636,2,8,2015,1,13,42,30.95435556,-90.31117778,1,1,0,1,MOUNT HERMON,Louisiana
13594,22,220378,3,71,1690,3,8,2015,2,1,6,30.00525556,-90.02459722,3,1,1,1,NEW ORLEANS,Louisiana
13595,22,220379,1,71,1690,3,8,2015,2,13,31,29.96560556,-90.087225,1,1,0,1,NEW ORLEANS,Louisiana
13596,22,220380,1,33,150,3,8,2015,2,14,4,30.4423,-91.1095,1,1,0,1,BATON ROUGE,Louisiana
13597,22,220381,3,19,1250,4,8,2015,3,22,30,30.15765,-93.25766111,2,1,0,1,LAKE CHARLES,Louisiana
13598,22,220382,3,51,1545,6,8,2015,5,17,30,30.00012222,-90.12358611,1,1,0,1,METAIRIE,Louisiana
13599,22,220383,1,17,2130,10,8,2015,2,18,20,32.4712,-93.80033889,1,1,0,1,SHREVEPORT,Louisiana
13600,22,220384,1,75,300,11,8,2015,3,3,14,29.38222778,-89.59070556,3,1,0,1,BURAS,Louisiana
13601,22,220385,2,71,1690,12,8,2015,4,9,43,30.0079,-89.99646944,1,1,0,1,NEW ORLEANS,Louisiana
13602,22,220386,1,17,2130,15,8,2015,7,23,40,32.41748056,-93.7808,2,1,1,1,SHREVEPORT,Louisiana
13603,22,220387,2,55,1230,16,8,2015,1,3,3,30.19233889,-92.03828889,3,1,1,1,LAFAYETTE,Louisiana
13604,22,220388,2,51,1190,17,8,2015,2,0,57,30.03491111,-90.26855,3,2,1,1,KENNER,Louisiana
13606,22,220390,5,19,1250,22,8,2015,7,21,34,30.1968,-93.23966111,2,1,0,1,LAKE CHARLES,Louisiana
13607,22,220391,1,55,1230,23,8,2015,1,5,25,30.24683056,-92.06246111,2,1,0,1,LAFAYETTE,Louisiana
13608,22,220393,1,17,2340,23,8,2015,1,17,20,32.7881,-94.0304,1,10,1,1,VIVIAN,Louisiana
13609,22,220394,1,91,940,23,8,2015,1,19,35,30.81286111,-90.73026944,2,1,1,1,GREENSBURG,Louisiana
13610,22,220395,9,71,1690,23,8,2015,1,21,20,30.00997778,-90.02078056,3,1,0,1,NEW ORLEANS,Louisiana
13611,22,220396,2,45,1680,23,8,2015,1,23,51,30.00983056,-91.83283056,3,1,1,1,NEW IBERIA,Louisiana
13612,22,220397,1,17,2130,25,8,2015,3,18,14,32.42350556,-93.70720278,1,1,1,1,SHREVEPORT,Louisiana
13614,22,220399,1,103,307,27,8,2015,5,10,17,30.63191111,-89.89563056,1,1,1,1,BUSH,Louisiana
13615,22,220401,2,79,40,28,8,2015,6,13,26,31.26036944,-92.44703056,1,1,0,1,ALEXANDRIA,Louisiana
13616,22,220402,4,71,1690,29,8,2015,7,1,51,29.96868889,-90.1083,2,1,1,1,NEW ORLEANS,Louisiana
13618,22,220405,1,103,1400,30,8,2015,1,11,27,30.35686944,-90.04836111,1,1,0,1,MANDEVILLE,Louisiana
13624,22,220412,3,5,1953,4,8,2015,3,23,20,30.32286111,-90.93403056,2,1,1,1,PRAIRIEVILLE,Louisiana
13625,22,220413,3,9,1480,7,8,2015,6,15,10,31.14476667,-92.02906667,1,1,1,1,MARKSVILLE,Louisiana
13627,22,220415,2,11,2164,7,8,2015,6,23,47,30.649725,-93.39008333,2,1,1,1,SINGER,Louisiana
13628,22,220416,3,37,2170,8,8,2015,7,3,34,30.77938056,-91.1315,2,1,0,2,SLAUGHTER,Louisiana
13629,22,220417,6,67,140,10,8,2015,2,14,47,32.88848889,-91.73366944,1,1,0,1,BASTROP,Louisiana
13632,22,220420,2,101,157,11,8,2015,3,20,5,29.68168056,-91.26693056,2,1,0,1,BAYOU VISTA,Louisiana
13635,22,220423,2,57,1970,14,8,2015,6,2,25,29.75551944,-90.7312,2,1,1,1,RACELAND,Louisiana
13638,22,220426,10,37,420,18,8,2015,3,7,45,30.80351111,-91.00526111,1,1,0,1,CLINTON,Louisiana
13639,22,220427,1,73,1560,18,8,2015,3,19,30,32.47661944,-92.27968056,1,1,1,1,MONROE,Louisiana
13640,22,220428,4,97,1800,19,8,2015,4,8,10,30.57513889,-92.08803889,1,10,0,1,OPELOUSAS,Louisiana
13641,22,220429,2,19,1250,23,8,2015,1,3,55,30.16348056,-93.21395,3,1,1,1,LAKE CHARLES,Louisiana
13642,22,220430,3,83,1990,24,8,2015,2,7,40,32.45648056,-91.70251944,1,1,0,1,RAYVILLE,Louisiana
13645,22,220433,1,15,2130,27,8,2015,5,21,8,32.55600833,-93.61765833,2,1,0,1,SHREVEPORT,Louisiana
13646,22,220434,1,77,1316,29,8,2015,7,23,49,30.57733889,-91.58239722,2,1,1,1,LIVONIA,Louisiana
13648,22,220436,2,71,1690,13,9,2015,1,13,56,29.95684444,-90.07974167,1,1,1,1,NEW ORLEANS,Louisiana
13649,22,220437,1,47,2082,14,9,2015,2,5,14,30.2766,-91.12586111,4,1,0,1,ST. GABRIEL,Louisiana
13650,22,220438,1,17,2130,16,9,2015,4,8,5,32.42218889,-93.78711111,1,10,0,1,SHREVEPORT,Louisiana
13651,22,220439,4,79,40,16,9,2015,4,8,30,31.29873056,-92.48443056,1,1,0,1,ALEXANDRIA,Louisiana
13652,22,220440,7,19,1250,25,9,2015,6,11,31,30.19625,-93.18003889,1,10,0,1,LAKE CHARLES,Louisiana
13653,22,220441,1,79,40,30,9,2015,4,22,32,31.30184444,-92.48031667,2,1,0,1,ALEXANDRIA,Louisiana
13654,22,220443,1,17,2130,12,9,2015,7,23,6,32.55625278,-93.78272222,3,1,1,1,SHREVEPORT,Louisiana
13656,22,220445,2,71,1690,4,9,2015,6,18,21,30.01340278,-89.99307222,1,1,1,1,NEW ORLEANS,Louisiana
13657,22,220446,1,19,1250,5,9,2015,7,20,38,30.23713889,-93.22551944,2,1,0,1,LAKE CHARLES,Louisiana
13659,22,220448,1,19,2210,9,9,2015,4,1,34,30.23676111,-93.34731111,2,1,0,1,SULPHUR,Louisiana
13660,22,220449,2,15,230,10,9,2015,5,17,22,32.4908,-93.6856,1,1,0,1,BOSSIER CITY,Louisiana
13661,22,220450,4,55,1230,11,9,2015,6,21,28,30.15991944,-92.04486944,1,1,0,1,LAFAYETTE,Louisiana
13662,22,220451,1,103,20,26,5,2015,3,3,30,30.45983889,-90.04073611,2,2,0,1,ABITA SPRINGS,Louisiana
13663,22,220453,2,17,2130,18,8,2015,3,15,8,32.42893333,-93.76310278,1,1,0,1,SHREVEPORT,Louisiana
13666,22,220456,2,51,950,29,8,2015,7,11,19,29.8955,-90.03085,1,10,0,1,GRETNA,Louisiana
13668,22,220458,2,17,2130,26,7,2015,1,23,35,32.45564722,-93.75678889,3,1,0,1,SHREVEPORT,Louisiana
13671,22,220461,6,117,2300,5,9,2015,7,9,25,30.92914722,-89.834525,1,1,0,2,VARNADO,Louisiana
13672,22,220462,2,33,150,5,9,2015,7,13,7,30.4085,-91.03056111,1,10,0,1,BATON ROUGE,Louisiana
13675,22,220465,2,57,1970,8,9,2015,3,11,49,29.75301111,-90.55515,1,1,0,1,RACELAND,Louisiana
13676,22,220466,2,93,2295,9,9,2015,4,10,47,29.91093056,-90.72955,1,1,0,2,VACHERIE,Louisiana
13678,22,220468,5,51,1005,9,9,2015,4,15,10,29.88753056,-90.07741944,1,1,0,1,HARVEY,Louisiana
13681,22,220471,2,1,658,13,9,2015,1,9,27,30.23648056,-92.46415,1,1,0,1,EGAN,Louisiana
13682,22,220472,2,105,50,13,9,2015,1,21,19,30.77915,-90.49094722,2,1,1,2,AMITE,Louisiana
13685,22,220475,1,79,840,20,9,2015,1,18,47,30.95828889,-92.57191944,1,1,1,1,GLENMORA,Louisiana
13687,22,220477,1,25,2143,21,9,2015,2,4,40,31.83446667,-91.71748333,2,2,0,1,SICILY ISLAND,Louisiana
13688,22,220478,1,71,1690,21,9,2015,2,8,56,29.94341111,-90.09718889,1,10,0,1,NEW ORLEANS,Louisiana
13689,22,220479,2,105,1910,21,9,2015,2,9,35,30.44366389,-90.33428056,1,1,0,1,PONCHATOULA,Louisiana
13690,22,220480,3,19,2400,21,9,2015,2,9,58,30.26725,-93.25816389,1,1,0,1,WESTLAKE,Louisiana
13692,22,220482,1,115,2060,22,9,2015,3,21,45,30.89786389,-93.22809167,2,1,1,1,ROSEPINE,Louisiana
13694,22,220484,2,73,1560,24,9,2015,5,5,41,32.49188056,-92.16248611,2,1,0,1,MONROE,Louisiana
13695,22,220485,2,51,1125,24,9,2015,5,7,6,29.95111944,-90.17018889,1,1,0,1,JEFFERSON,Louisiana
13696,22,220486,2,45,1680,25,9,2015,6,14,11,30.00537222,-91.82989722,1,1,0,1,NEW IBERIA,Louisiana
13698,22,220488,4,73,1560,26,9,2015,7,23,14,32.49353056,-92.04485278,3,1,2,2,MONROE,Louisiana
13701,22,220491,1,71,1690,30,9,2015,4,22,8,30.00461389,-90.02230556,3,1,0,1,NEW ORLEANS,Louisiana
13703,22,220493,1,33,150,10,9,2015,5,18,20,30.34610833,-91.086825,1,10,0,1,BATON ROUGE,Louisiana
13707,22,220497,2,63,570,2,10,2015,6,19,44,30.56764167,-90.96449167,5,1,1,1,DENHAM SPRINGS,Louisiana
13709,22,220499,1,7,1809,5,10,2015,2,11,55,29.96609722,-91.06679722,1,1,1,1,PAINCOURTVILLE,Louisiana
13710,22,220500,3,33,150,15,9,2015,3,23,29,30.49097778,-91.16942778,3,1,1,1,BATON ROUGE,Louisiana
13711,22,220501,3,27,1050,5,10,2015,2,12,13,32.75658889,-93.07664167,1,1,0,1,HOMER,Louisiana
13713,22,220503,2,105,980,6,10,2015,3,0,50,30.47066389,-90.48339722,2,1,1,1,HAMMOND,Louisiana
13714,22,220504,3,79,597,6,10,2015,3,20,38,31.3372,-92.16508889,2,1,0,1,DEVILLE,Louisiana
13716,22,220506,3,33,150,18,9,2015,6,19,29,30.466375,-91.01001667,5,1,0,1,BATON ROUGE,Louisiana
13726,22,220516,1,33,150,16,10,2015,6,1,50,30.55811667,-91.07491111,2,1,1,1,BATON ROUGE,Louisiana
13728,22,220518,2,17,2130,6,10,2015,3,17,26,32.43159722,-93.74809444,1,1,0,1,SHREVEPORT,Louisiana
13729,22,220519,1,39,1848,17,10,2015,7,3,20,30.81205833,-92.406925,2,1,1,1,PINE PRAIRIE,Louisiana
13731,22,220521,5,17,1580,1,10,2015,5,19,30,32.44503056,-93.98111111,2,1,0,1,MOORINGSPORT,Louisiana
13734,22,220524,2,105,980,20,10,2015,3,15,34,30.50436111,-90.53036111,1,1,1,1,HAMMOND,Louisiana
13735,22,220525,3,89,595,21,10,2015,4,19,10,29.98996944,-90.37088889,3,1,0,1,DESTREHAN,Louisiana
13736,22,220526,2,103,510,22,10,2015,5,1,30,30.44039444,-90.08281667,3,1,0,1,COVINGTON,Louisiana
13740,22,220531,2,33,150,26,10,2015,2,9,26,30.50812778,-91.17939167,1,10,0,1,BATON ROUGE,Louisiana
13742,22,220533,2,83,2206,28,10,2015,4,6,50,32.48189722,-91.81120278,4,1,0,1,START,Louisiana
13743,22,220534,1,19,1250,28,10,2015,4,19,20,30.33983056,-93.24746944,2,1,0,1,LAKE CHARLES,Louisiana
13744,22,220535,6,73,1560,29,10,2015,5,19,45,32.43748333,-92.10534444,3,1,1,1,MONROE,Louisiana
13745,22,220536,4,1,1980,30,10,2015,6,14,8,30.25203889,-92.24436111,1,1,0,1,RAYNE,Louisiana
13746,22,220537,6,19,1250,31,10,2015,7,21,15,30.15208056,-93.19691944,2,2,0,2,LAKE CHARLES,Louisiana
13751,22,220543,1,55,1230,1,11,2015,1,22,14,30.22391944,-92.03261944,3,2,1,1,LAFAYETTE,Louisiana
13752,22,220544,7,105,980,14,11,2015,7,18,40,30.49648056,-90.48275,2,1,1,1,HAMMOND,Louisiana
13753,22,220545,2,19,2210,23,11,2015,2,17,48,30.20925,-93.33775,2,1,0,1,SULPHUR,Louisiana
13754,22,220546,1,33,150,26,11,2015,5,18,8,30.48399167,-91.11801389,3,1,0,1,BATON ROUGE,Louisiana
13755,22,220547,1,9,1480,2,11,2015,2,5,57,31.13047778,-92.063425,2,2,0,1,MARKSVILLE,Louisiana
13756,22,220548,2,105,980,2,11,2015,2,11,33,30.46693889,-90.44808056,1,1,1,1,HAMMOND,Louisiana
13757,22,220549,2,33,150,7,11,2015,7,8,55,30.465575,-91.01619444,1,10,1,1,BATON ROUGE,Louisiana
13758,22,220550,2,33,150,8,11,2015,1,16,34,30.48001944,-91.11533056,1,1,0,1,BATON ROUGE,Louisiana
13759,22,220551,4,121,1920,10,11,2015,3,18,50,30.4278,-91.21436111,2,1,0,1,PORT ALLEN,Louisiana
13760,22,220552,2,33,150,14,11,2015,7,19,48,30.41483056,-91.14433889,3,1,0,1,BATON ROUGE,Louisiana
13761,22,220553,2,71,1690,19,11,2015,5,10,18,30.01738056,-89.94218056,1,1,0,1,NEW ORLEANS,Louisiana
13762,22,220554,3,33,2490,19,11,2015,5,15,5,30.70745,-91.21428056,1,1,0,1,ZACHARY,Louisiana
13763,22,220555,1,113,690,20,11,2015,6,13,4,29.95050278,-92.06019167,1,1,0,1,ERATH,Louisiana
13764,22,220556,1,79,40,20,11,2015,6,20,56,31.26116111,-92.43778056,3,1,1,1,ALEXANDRIA,Louisiana
13765,22,220557,1,113,540,26,11,2015,5,16,30,30.00665,-92.00828889,1,10,1,1,DELCAMBRE,Louisiana
13767,22,220559,2,47,1870,15,11,2015,1,9,1,30.26941111,-91.21755,9,1,1,1,PLAQUEMINE,Louisiana
13771,22,220563,4,1,1980,1,11,2015,1,18,40,30.24204167,-92.31449167,2,10,0,1,RAYNE,Louisiana
13772,22,220564,3,103,2180,3,11,2015,3,6,26,30.30415,-89.85320556,1,1,0,1,SLIDELL,Louisiana
13776,22,220568,2,17,2130,11,10,2015,1,21,17,32.40212778,-93.83664444,2,1,0,1,SHREVEPORT,Louisiana
13777,22,220569,1,105,2257,14,8,2015,6,16,35,30.59987778,-90.51198333,1,1,1,1,TICKFAW,Louisiana
13778,22,220570,8,15,230,26,9,2015,7,18,48,32.5263,-93.6899,5,1,0,1,BOSSIER CITY,Louisiana
13780,22,220572,1,17,2130,25,10,2015,1,15,34,32.46130278,-93.77999722,1,2,0,1,SHREVEPORT,Louisiana
13792,22,220584,2,51,1190,5,10,2015,2,21,20,29.97651667,-90.26467222,3,1,0,1,KENNER,Louisiana
13793,22,220585,1,57,850,30,3,2015,2,0,41,29.38921944,-90.26478889,3,1,1,1,GOLDEN MEADOW,Louisiana
13794,22,220586,1,79,597,19,11,2015,5,21,11,31.36023889,-92.17273889,2,1,0,1,DEVILLE,Louisiana
13795,22,220587,3,45,1680,25,11,2015,4,18,15,29.98541111,-91.86621111,2,10,2,2,NEW IBERIA,Louisiana
13797,22,220591,1,111,740,14,9,2015,2,20,3,32.77259167,-92.39924444,2,1,0,1,FARMERVILLE,Louisiana
13798,22,220592,3,105,50,25,9,2015,6,8,16,30.77823889,-90.5251,1,1,0,1,AMITE,Louisiana
13799,22,220593,5,63,570,25,9,2015,6,23,58,30.46672778,-90.88748889,2,1,0,1,DENHAM SPRINGS,Louisiana
13800,22,220594,1,71,1690,30,9,2015,4,8,29,29.95446111,-90.07475,1,1,0,1,NEW ORLEANS,Louisiana
13801,22,220595,1,45,1680,30,9,2015,4,16,23,30.02750833,-91.83859722,1,1,1,1,NEW IBERIA,Louisiana
